event,event_latitude,event_longitude,event_document,event_importance,event_date,event_source_name
AFFECT,-44.1833,170.15,['https://www.stuff.co.nz/timaru-herald/news/123038885/doc-staff-warn-big-fire-events-will-increase'],['14'],[20201009050000],['stuff.co.nz']
AFFECT,-42.0,174.0,"['https://www.stuff.co.nz/life-style/well-good/teach-me/122983956/pretty-in-pink-feel-good-purchases-thatll-also-be-doing-good-this-month', 'https://www.nzherald.co.nz/bay-of-plenty-times/news/dramatic-rescue-of-shogun-the-dog-immortalised-in-childrens-book/P4E35C2XNMXTMJZ37GACZDENAA/', 'http://auckland.scoop.co.nz/2020/10/first-time-finalists-combining-music-and-te-reo-maori/', 'https://www.mondaq.com/australia/waste-management/992904/no-plastic-waste-voyage-update']","['45', '02', '101', '20']","[20201009054500, 20201009014500, 20201009001500, 20201009000000]","['stuff.co.nz', 'nzherald.co.nz', 'scoop.co.nz', 'mondaq.com']"
AFFECT,-37.8167,144.967,['https://www.heraldsun.com.au/leader/melbourne-city/it-took-a-pandemic-to-help-the-homeless-but-experts-say-more-in-melbourne-could-join-them-when-its-over/news-story/1ec26640bd1cb61f2db45b605c499902?nk=1379b7ba924c555299373828850c7d7b-1602209899'],['200'],[20201009023000],['heraldsun.com.au']
AFFECT,-36.75,174.583,['https://www.massey.ac.nz/massey/about-massey/news/article.cfm?mnarticle_uuid=7E17FF73-99E2-4646-B108-7ECA6425EBB0'],['348'],[20201009054500],['massey.ac.nz']
AFFECT,-35.2833,149.217,['https://www.theage.com.au/national/victoria/hotel-quarantine-inquiry-the-final-submissions-20201009-p563mt.html'],['6'],[20201009040000],['theage.com.au']
AFFECT,-34.3333,135.75,['https://www.stockjournal.com.au/story/6958976/frosts-bite-growers-close-to-finish-line/'],['300'],[20201009000000],['stockjournal.com.au']
AFFECT,-30.0,26.0,"['https://www.thezimbabwemail.com/economic-analysis/zimbabwean-economy-poised-for-a-rebound/', 'https://www.wsws.org/en/articles/2020/10/09/safr-o09.html']","['310', '2014']","[20201009040000, 20201009021500]","['thezimbabwemail.com', 'wsws.org']"
AFFECT,-28.7167,153.533,['https://www.nbnnews.com.au/2020/10/09/northern-rivers-missing-person-have-you-seen-elizabeth-forman/'],['15'],[20201009053000],['nbnnews.com.au']
AFFECT,-25.0,135.0,"['https://www.newswise.com/coronavirus/potential-covid-19-vaccines-not-affected-by-dominant-g-strain/?article_id=739524', 'https://www.popsugar.com.au/fitness/steph-claire-smith-interview-on-normalising-mental-health-47867339', 'https://www.heraldsun.com.au/motoring/car-advice/mercedesbenz-recall-over-1000-c63-models-for-esp-problem/news-story/1e60419883042cc21b284db6d42f44fe?nk=e6eb802dfc7e1ab0e6b1deab34670fdf-1602209896', 'https://www.miragenews.com/world-mental-health-day-opportunity-for-pharmacists-to-do-more/', 'https://www.news.com.au/lifestyle/real-life/news-life/letusspeak-clergy-abuse-survivor-phil-nagle-no-longer-gagged-under-victorian-laws/news-story/327fd59502b0d9469d038a83b8f91b7b', 'https://www.miragenews.com/a-budget-to-support-and-protect-australia-s-young-people/', 'https://www.cairnspost.com.au/news/national/federal-court-judge-guy-andrew-found-dead-in-brisbane/news-story/08b12df5f5b88492917453380af53706?nk=a4cd754df575d45b3e90f59a5b1b6ad8-1602200810']","['19', '2014', '63', '5', '2013', '39', '75']","[20201009053000, 20201009050000, 20201009023000, 20201009021500, 20201009001500, 20201009000000, 20201009000000]","['newswise.com', 'popsugar.com.au', 'heraldsun.com.au', 'miragenews.com', 'news.com.au', 'miragenews.com', 'cairnspost.com.au']"
AFFECT,-20.1356,28.5689,['https://www.chronicle.co.zw/another-diarrhoea-outbreak-hits-byo/'],['100'],[20201009000000],['chronicle.co.zw']
AFFECT,-19.0,29.0,"['https://allafrica.com/stories/202010090011.html', 'https://www.wsws.org/en/articles/2020/10/09/zimb-o09.html', 'https://www.thezimbabwemail.com/business/surge-in-demand-for-econets-self-care-solutions/', 'https://zimbabwe-today.com/global-poverty-levels-spike-as-zimbabwe-braces-for-the-worst/']","['90', '5000000', '2000000', '9']","[20201009053000, 20201009023000, 20201009004500, 20201009001500]","['allafrica.com', 'wsws.org', 'thezimbabwemail.com', 'zimbabwe-today.com']"
AFFECT,-16.45,179.333,['https://www.fijitimes.com/respected-member-of-the-k-9-unit-laid-to-rest/'],['9'],[20201009054500],['fijitimes.com']
AFFECT,-13.5,34.0,['https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(20)30388-0/fulltext'],['2'],[20201009021500],['thelancet.com']
AFFECT,-3.11927,152.598,['http://outbreaknewstoday.com/yaws-re-emergence-followed-a-mass-drug-administration-in-papua-new-guinea-83591/'],['2000000'],[20201009040000],['outbreaknewstoday.com']
AFFECT,0.0,0.0,"['https://www.wnem.com/news/residents-shocked-after-fbi-raids-neighbors-home-in-connection-to-attempted-kidnapping-of-governor/article_616fde44-09a2-11eb-a431-6faa5c77b6cc.html', 'https://www.enidnews.com/oklahoma/news/enid-high-school-has-5-positive-covid-19-cases/article_c235efaf-fd1f-57b6-82c2-1b78eb895898.html', 'https://www.msn.com/en-xl/news/other/n9m-missing-in-niger-assembly/ar-BB19Qx7e', 'https://www.nbcchicago.com/news/local/fire-breaks-out-in-avondale-at-building-housing-belmont-snack-shop/2351423/', 'https://newsday.co.tt/2020/10/09/give-tax-break-to-those-helping-family-abroad/', 'https://reliefweb.int/report/viet-nam/torrential-rains-leave-37-communes-inundated-central-viet-nam', 'https://k985.com/carrie-underwood-son-isaiah-halloween-costume-2020/', 'https://www.journalpatriot.com/news/court-order-allowing-homeless-shelter-in-n-c-268-building-sought/article_a2cfc9e6-902a-5b56-92fc-12951565e74f.html', 'https://www.thetelegram.com/news/local/minister-responsible-for-status-of-women-called-schoolgirl-on-floor-of-newfoundland-and-labrador-legislature-507563/', 'https://www.abqjournal.com/1505278/abq-reports-17-covid-19-cases-at-homeless-shelter.html', 'https://montrealgazette.com/news/local-news/facing-opposition-vaudreuil-dorion-mosques-plan-to-move-could-be-put-to-a-referendum', 'https://www.news-gazette.com/news/local/courts-police-fire/homeless-man-charged-in-robberies-at-two-urbana-businesses/article_e9df39ba-6949-5447-ba4d-932658386072.html', 'https://auburnpub.com/news/local/updated-after-nyseg-sends-extra-crews-all-cayuga-county-outages-resolved/article_70bb7b82-1ccb-59d8-9877-02f9eaa44546.html', 'https://home.nzcity.co.nz/news/article.aspx?id=320086&fm=psp,tst', 'https://reliefweb.int/report/south-sudan/south-sudan-event-tracking-report-pariang-unity-state-8-october-2020', 'https://www.princegeorgecitizen.com/news/bc-leaders-square-off-in-business-focused-forum-1.24217655', 'https://www.ledgertranscript.com/brMCVP-ml-092420_-36403510', 'https://www.natlawreview.com/article/premera-blue-cross-settles-ocr-685-million-breach-104-million-records', 'https://www.clickondetroit.com/news/local/2020/10/08/detroit-police-seek-missing-17-year-old-girl-last-seen-at-home-on-carrie-street/', 'https://www.idahopress.com/news/local/boise-victim-center-sees-large-increase-in-survivors-drop-in-fundraising-chances/article_934d51ab-6b0b-5ebe-8b1d-6b1d5921cbf6.html']","['12', '9', '9000000', '4', '100', '3', '2014', '106', '2026', '19', '59', '2', '7', '2013', '788', '1', '953', '85000000', '17', '500']","[20201009054500, 20201009054500, 20201009053000, 20201009053000, 20201009053000, 20201009050000, 20201009050000, 20201009040000, 20201009040000, 20201009023000, 20201009023000, 20201009023000, 20201009014500, 20201009014500, 20201009014500, 20201009004500, 20201009001500, 20201009001500, 20201009000000, 20201009000000]","['wnem.com', 'enidnews.com', 'msn.com', 'nbcchicago.com', 'newsday.co.tt', 'reliefweb.int', 'k985.com', 'journalpatriot.com', 'thetelegram.com', 'abqjournal.com', 'montrealgazette.com', 'news-gazette.com', 'auburnpub.com', 'nzcity.co.nz', 'reliefweb.int', 'princegeorgecitizen.com', 'ledgertranscript.com', 'natlawreview.com', 'clickondetroit.com', 'idahopress.com']"
AFFECT,1.0,38.0,['https://www.standardmedia.co.ke/environment/article/2001389394/poisoning-and-pet-trade-put-birds-on-brink-of-extinction'],['74'],[20201009054500],['standardmedia.co.ke']
AFFECT,1.366667,103.8,['http://www.straitstimes.com/singapore/community/72-year-old-singaporean-woman-with-dementia-missing-for-four-days'],['2'],[20201009021500],['straitstimes.com']
AFFECT,2.5,112.5,['https://www.thestar.com.my/news/nation/2020/10/09/missing-fisherman-in-boat-capsize-incident-found-safe'],['3'],[20201009050000],['thestar.com.my']
AFFECT,2.5789,101.904,['https://www.thestar.com.my/news/nation/2020/10/09/please-dont-impound-our-cows'],['45'],[20201009014500],['thestar.com.my']
AFFECT,3.08333,101.667,['https://www.thestar.com.my/news/nation/2020/10/09/msians-doing-well-mentally-in-pandemic-says-survey'],['44'],[20201009004500],['thestar.com.my']
AFFECT,3.16667,101.7,"['https://www.thestar.com.my/news/nation/2020/10/09/water-supply-fully-restored-in-274-areas-says-air-selangor', 'http://dailyexpress.com.my/news/159613/online-user-ordered-to-file-defence-statement/', 'http://www.thesundaily.my/local/missing-siblings-found-safe-two-men-nabbed-LE4521269']","['274', '40', '2']","[20201009050000, 20201009040000, 20201009001500]","['thestar.com.my', 'dailyexpress.com.my', 'thesundaily.my']"
AFFECT,3.35,101.25,['https://www.thesundaily.my/local/klang-exodus-KD4522963'],['1000000'],[20201009050000],['thesundaily.my']
AFFECT,5.68233,-0.164129,['https://www.graphic.com.gh/news/general-news/upsa-hosts-2020-world-sight-day.html'],['2'],[20201009001500],['graphic.com.gh']
AFFECT,6.0,12.0,['http://humanitariannews.org/20201009/cameroon-floods-far-north-region-emergency-plan-action-epoa-dref-operation-no-mdrcm029'],['402'],[20201009023000],['humanitariannews.org']
AFFECT,6.5,-9.5,['https://guardian.ng/opinion/guineas-foreign-policy-at-a-glance-in-last-62-years/'],['2000'],[20201009040000],['guardian.ng']
AFFECT,6.91667,45.0833,['https://www.mexicostar.com/news/266634868/unhcr-private-sector-partners-win-big-at-this-years-ftifc-awards'],['2000000'],[20201009021500],['mexicostar.com']
AFFECT,8.0,30.0,['http://humanitariannews.org/20201009/south-sudan-event-tracking-report-pariang-unity-state-8-october-2020'],['788'],[20201009023000],['humanitariannews.org']
AFFECT,13.0,122.0,"['https://cebudailynews.inquirer.net/344716/siquijor-logs-two-new-cases-lsis-from-cebu', 'https://www.pakistantelegraph.com/news/266636289/bjmp-suspends-education-behind-bars-due-to-covid-19', 'https://www.channelnewsasia.com/news/asia/duterte-warns-he-ll-intercede-if-house-squabble-risks-budget-13238256']","['2', '50', '2000000']","[20201009054500, 20201009053000, 20201009050000]","['inquirer.net', 'pakistantelegraph.com', 'channelnewsasia.com']"
AFFECT,13.9348,121.613,['https://news.abs-cbn.com/news/10/09/20/hundreds-evacuated-in-lucena-due-to-flooding'],['200'],[20201009000000],['abs-cbn.com']
AFFECT,15.0,19.0,['https://www.speaker.gov/newsroom/10820-0'],['3'],[20201009021500],['speaker.gov']
AFFECT,15.0,100.0,['https://www.msn.com/en-xl/news/other/chevrolet-upgrading-all-customer-service-centres/ar-BB19QfzX'],['900'],[20201009014500],['msn.com']
AFFECT,15.5,47.5,['https://naija247news.com/2020/10/09/christies-who-foundation-and-un75-announce-global-art-initiative-to-support-covid-19-response/'],['19'],[20201009053000],['naija247news.com']
AFFECT,16.0,30.0,['http://www.xinhuanet.com/english/2020-10/09/c_139426727.htm'],['5000000'],[20201009004500],['xinhuanet.com']
AFFECT,16.166667,107.833333,['https://vietnamnet.vn/en/society/natural-disasters-cause-economic-losses-of-over-215-million-usd-this-year-679758.html'],['98'],[20201009040000],['vietnamnet.vn']
AFFECT,16.6167,106.733,['https://e.vnexpress.net/news/news/prolonged-rains-cause-flooding-across-central-vietnam-4173467.html'],['100'],[20201009054500],['vnexpress.net']
AFFECT,18.25,-77.5,['https://www.dal.ca/news/2020/10/08/meet-dal-s-new-director-of-african-nova-scotian-community-engage.html'],['2013'],[20201009004500],['dal.ca']
AFFECT,20.0,77.0,['https://www.nzherald.co.nz/rotorua-daily-post/news/covid-19-coronavirus-two-new-cases-in-managed-isolation/QS4WZXJ65TI2EJX3GUNOGYIVDM/'],['179'],[20201009040000],['nzherald.co.nz']
AFFECT,22.25,114.166667,['https://www.channelnewsasia.com/news/asia/covid-19-hong-kong-performers-arts-community-entertainment-13238092'],['20'],[20201009050000],['channelnewsasia.com']
AFFECT,24.0,90.0,['https://www.albawaba.com/news/hrw-rohingya-refugees-are-living-%E2%80%98open-prison%E2%80%99-myanmar-1385518'],['20000'],[20201009050000],['albawaba.com']
AFFECT,25.2522,55.28,['https://www.khaleejtimes.com/coronavirus-pandemic/ica-approval-300-passengers-stuck-at-dubai-airport-reach-their-homes-'],['300'],[20201009050000],['khaleejtimes.com']
AFFECT,25.6667,-100.317,['https://knrs.iheart.com/content/2020-10-07-stranded-tourists-evacuated-from-cancun-as-hurricane-delta-hits/'],['160'],[20201009004500],['iheart.com']
AFFECT,27.25,80.75,['https://kashmirreader.com/2020/10/09/ssb-man-goes-missing-from-his-camp-in-srinagar/'],['12043026'],[20201009053000],['kashmirreader.com']
AFFECT,27.8333,-81.717,['https://www.fox4now.com/news/local-news/life-after-human-trafficking'],['42'],[20201009023000],['fox4now.com']
AFFECT,28.0,84.0,['https://www.globalpolicyjournal.com/blog/09/10/2020/effects-covid-19-migration-and-modern-slavery'],['19'],[20201009004500],['globalpolicyjournal.com']
AFFECT,28.6667,77.2167,"['https://indianexpress.com/article/education/girls-display-coding-skills-sisodia-announces-plan-to-expand-programme-to-several-delhi-govt-schools-6716645/', 'https://www.business-standard.com/article/current-affairs/delhi-must-prepare-for-15k-new-covid-cases-per-day-in-winters-ncdc-report-120100801741_1.html', 'https://www.dnaindia.com/delhi/report-covid-19-cases-in-delhi-may-surge-to-15000-per-day-in-winters-report-2848483']","['2026', '324', '19']","[20201009040000, 20201009021500, 20201009014500]","['indianexpress.com', 'business-standard.com', 'dnaindia.com']"
AFFECT,29.0,125.0,['https://www.stuff.co.nz/national/123039090/lochie-bellerbys-family-hopeful-after-search-finds-debris'],['40'],[20201009014500],['stuff.co.nz']
AFFECT,29.6994,-91.2068,['https://www.naturalgasintel.com/natural-gas-futures-edge-higher-but-delta-already-cutting-lng-demand/'],['272'],[20201009000000],['naturalgasintel.com']
AFFECT,30.0,70.0,['https://www.dawn.com/news/1584044/repeated-incidents-of-child-abuse-warrant-greater-action-from-state-society'],['1'],[20201009050000],['dawn.com']
AFFECT,30.2241,-92.0198,['https://www.dailymaverick.co.za/article/2020-10-08-as-hurricane-delta-intensifies-louisiana-braces-for-rains-storm-surge/'],['183'],[20201009000000],['dailymaverick.co.za']
AFFECT,30.2266,-93.2174,"['https://www.nbcnews.com/news/us-news/traumatized-lake-charles-louisiana-braces-hurricane-delta-after-laura-s-n1242644', 'https://gulfnews.com/world/americas/hurricane-delta-strengthens-to-category-3-on-us-approach-1.1602197398193']","['2', '10']","[20201009000000, 20201009000000]","['nbcnews.com', 'gulfnews.com']"
AFFECT,31.1801,-91.8749,['https://www.wmbfnews.com/2020/10/08/first-alert-deltas-remnants-bring-weekend-rain-chances/'],['60'],[20201009000000],['wmbfnews.com']
AFFECT,31.5119,34.4411,['https://www.msn.com/en-ae/news/other/saudi-arabia-donates-25-million-to-unrwa-to-continue-operation/ar-BB19PRd5'],['6000000'],[20201009023000],['msn.com']
AFFECT,32.2561,74.2641,['https://www.thenews.com.pk/print/726492-pak-citizen-s-extradition-to-us-pakistan-no-banana-republic-says-sc'],['134'],[20201009014500],['thenews.com.pk']
AFFECT,32.9866,-83.6487,['http://www.digitaljournal.com/news/world/qanon-sows-panic-with-child-trafficking-misinformation/article/579256'],['39'],[20201009053000],['digitaljournal.com']
AFFECT,33.4484,-112.074,['https://www.thv11.com/article/news/local/arizona/live-updates-joe-biden-kamala-harris-visit-arizona-for-first-campaign-stop-of-2020-election/75-87789cf1-a3dd-4562-a31d-db9ec9a6c647'],['2014'],[20201009014500],['thv11.com']
AFFECT,34.0211,-118.396,['https://patch.com/california/culvercity/candidate-paula-amezola-de-herrera-culver-city-school-board'],['60'],[20201009054500],['patch.com']
AFFECT,34.796,72.1502,['https://dailytimes.com.pk/675705/coronavirus-cases-have-registered-slight-increase-in-country-ncoc/'],['90'],[20201009000000],['dailytimes.com.pk']
AFFECT,35.0,38.0,['https://www.palestinemonitor.org/details.php?id=q06nsva21912ynflc2c3hg'],['2000000'],[20201009053000],['palestinemonitor.org']
AFFECT,35.0,105.0,"['https://www.cmcmarkets.com/en-gb/news-and-analysis/european-indices-called-higher-uk-gdp-in-focus', 'https://www.msn.com/en-xl/news/other/china-joins-un-led-covax-scheme-to-share-coronavirus-vaccines-fairly/ar-BB19QuJz', 'https://oklahoman.com/article/feed/10099554/tiktok-fate-in-the-balance-as-judge-weighs-app-store-ban', 'http://www.floppingaces.net/most-wanted/devon-archer-hunter-bidens-ukraine-china-business-partner-has-fraud-conviction-re-instated-by-appeals-court-and-faces-prison-time/', 'https://www.palgrave.com/us/book/9783030551827']","['90', '19', '20000', '2014', '1']","[20201009053000, 20201009050000, 20201009040000, 20201009014500, 20201009000000]","['cmcmarkets.com', 'msn.com', 'oklahoman.com', 'floppingaces.net', 'palgrave.com']"
AFFECT,35.0,135.75,['https://www.kincardinenews.com/opinion/editorials/climate-pledge-just-more-hot-air'],['2014'],[20201009040000],['kincardinenews.com']
AFFECT,35.5376,-96.9247,['http://www.nydailynews.com/news/world/ny-coronavirus-150-million-people-worldwide-poverty-2021-20201008-56twa3ywqfdytindnuehnffuhm-story.html'],['10'],[20201009000000],['nydailynews.com']
AFFECT,35.6411,-79.8431,"['https://www.dnj.com/in-depth/news/investigations/2020/10/08/rejected-mail-ballots-projected-major-factor-2020-election/3576714001/', 'https://hiphopdx.com/news/id.58336/title.bubbling-north-carolina-rapper-jaah-slt-reveals-why-he-hates-his-biggest-song-tuff']","['546', '20']","[20201009054500, 20201009000000]","['dnj.com', 'hiphopdx.com']"
AFFECT,36.0,138.0,['https://www.asianinvestor.net/article/market-views-will-the-us-dollar-continue-to-weaken/464117'],['8'],[20201009000000],['asianinvestor.net']
AFFECT,36.17,-119.746,"['https://www.wlsam.com/news/supreme-court-wont-require-in-person-dispensing-of-abortion-drug-for-now/', 'https://www.latimes.com/environment/story/2020-10-06/california-rolling-blackouts-climate-change-poor-planning', 'https://news.yahoo.com/californias-glass-fire-destroyed-more-215049642.html', 'https://www.nbcbayarea.com/news/local/north-bay-barber-may-lose-license-after-defying-covid-19-shutdown-order/2377583/', 'https://positive-feedback.com/reviews/hardware-reviews/ifi-iphono-3-black-label-phono-stage/']","['2014', '40000000', '31', '19', '2']","[20201009054500, 20201009053000, 20201009023000, 20201009023000, 20201009001500]","['wlsam.com', 'latimes.com', 'yahoo.com', 'nbcbayarea.com', 'positive-feedback.com']"
AFFECT,37.0,127.5,"['https://www.bbc.co.uk/news/av/world-asia-54474168', 'https://www.frontiersin.org/articles/10.3389/fmolb.2020.502573/full']","['200', '2']","[20201009054500, 20201009054500]","['bbc.co.uk', 'frontiersin.org']"
AFFECT,37.7749,-122.419,['https://www.ktvu.com/news/parents-make-plea-for-woman-gone-missing-from-san-francisco'],['19'],[20201009050000],['ktvu.com']
AFFECT,38.55,-122.901,['https://www.dailyrepublic.com/all-dr-news/wires/on-anniversary-of-tubbs-fire-pge-settlement-shapes-sonoma-county-debate-on-future-san-francisco-chronicle/'],['123000000'],[20201009021500],['dailyrepublic.com']
AFFECT,38.8951,-77.0364,"['https://www.newsbusters.org/blogs/nb/curtis-houck/2020/10/08/isnt-joke-joy-juvenile-reid-plays-psychologist-diagnosing-trump', 'http://www.israelnationalnews.com/News/News.aspx/288705', 'https://www.politico.com/news/2020/10/08/mark-meadows-trump-coronavirus-428175', 'https://www.washingtonpost.com/local/public-safety/escapee-from-psychiatric-hospital-charged-with-kidnapping-assaulting-group-home-worker-authorities-say/2020/10/08/3e969088-0999-11eb-859b-f9c27abe638d_story.html']","['19', '18', '95', '7']","[20201009053000, 20201009014500, 20201009000000, 20201009000000]","['newsbusters.org', 'israelnationalnews.com', 'politico.com', 'washingtonpost.com']"
AFFECT,39.3498,-75.5148,"['https://www.doverpost.com/story/news/2020/10/05/fema-announces-major-disaster-declaration-delaware/3630219001/', 'https://www.kvue.com/article/entertainment/entertainment-tonight/joe-biden-reacts-to-president-donald-trump-saying-he-wont-participate-in-virtual-2nd-presidential-debate/603-fef1cc9a-3975-40c7-9ac1-8029511b0f33']","['7', '2014']","[20201009014500, 20201009004500]","['doverpost.com', 'kvue.com']"
AFFECT,39.4334,-84.1666,['https://www.cincinnati.com/story/news/politics/columnists/politics-extra/2020/10/08/green-new-deal-gop-lawmaker-getting-desperate-tight-ohio-race/5925818002/'],['123'],[20201009023000],['cincinnati.com']
AFFECT,39.7392,-104.985,['https://durangoherald.com/articles/348841-tensions-high-in-denver-over-clearing-homeless-encampments'],['20'],[20201009001500],['durangoherald.com']
AFFECT,39.828175,-98.5795,"['http://www.thearcticsounder.com/article/2041villages_sue_trump_administration_over', 'https://headlineplanet.com/home/2020/10/08/ally-brooke-scheduled-for-interview-on-october-13-tamron-hall-show/', 'https://www.annistonstar.com/the_daily_home/special-presentations-highlight-sylacauga-city-council-meeting-with-photos/article_5e4aec7a-09d6-11eb-b819-03a875e2e5f3.html', 'https://www.miragenews.com/dna-test-identifies-genetic-causes-of-severe-fetal-and-newborn-illness/', 'https://www.wfdd.org/story/trump-was-treated-steroids-how-these-drugs-are-used-covid-19-patients', 'https://www.spokesman.com/stories/2020/oct/07/washington-and-idaho-refugee-advocates-decry-trump/', 'https://www.chinanationalnews.com/news/266635350/neurological-cardiac-issues-linger-in-covid-19-youth', 'http://hardware.itbusinessnet.com/2020/10/energy-transfer-announces-executive-management-changes/', 'https://www.gobankingrates.com/saving-money/shopping/controversial-coronavirus-price-hikes/', 'https://www.ift.org/news-and-publications/food-technology-magazine/issues/2020/october/columns/processing-allergenicity-and-food-processing', 'https://www.independentsentinel.com/dojs-heavily-redacted-9-1-1-transcript-released-fbi-is-looking-for-motives/', 'http://dagblog.com/comment/290653']","['35', '2', '3', '11', '6', '15', '19', '10', '17', '5', '20', '2000000']","[20201009054500, 20201009053000, 20201009050000, 20201009040000, 20201009040000, 20201009040000, 20201009040000, 20201009023000, 20201009021500, 20201009014500, 20201009014500, 20201009001500]","['thearcticsounder.com', 'headlineplanet.com', 'annistonstar.com', 'miragenews.com', 'wfdd.org', 'spokesman.com', 'chinanationalnews.com', 'itbusinessnet.com', 'gobankingrates.com', 'ift.org', 'independentsentinel.com', 'dagblog.com']"
AFFECT,40.0,-4.0,"['http://voiceofvienna.org/2020/10/09/court-rejects-madrids-partial-lockdown-because-it-harms-fundamental-rights-and-freedoms/', 'https://muscatinejournal.com/news/world/thousands-of-abandoned-baby-chicks-die-at-madrid-airport/article_562b53f4-e533-5cc5-8cf0-dd0a706870ac.html']","['5000000', '200']","[20201009004500, 20201009001500]","['voiceofvienna.org', 'muscatinejournal.com']"
AFFECT,40.0,45.0,['http://www.msn.com/en-nz/news/world/shadow-of-history-makes-karabakh-solution-elusive/ar-BB19QtFp'],['200000'],[20201009054500],['msn.com']
AFFECT,40.1671,-75.2899,['https://www.thecentersquare.com/colorado/state-coalition-calls-on-supreme-court-to-review-rule-on-abortion-clinic-federal-funding/article_d3ca1f2e-09aa-11eb-84c9-37033f31d29c.html'],['21'],[20201009000000],['thecentersquare.com']
AFFECT,40.3301,-76.0805,['https://www.readingeagle.com/news/local/berks-food-safety-inspections-september-23-to-october-6-2020-slime-and-mold-found-on/article_b9aa18b8-0998-11eb-b9ae-2341755b4e0b.html'],['2'],[20201009054500],['readingeagle.com']
AFFECT,40.3363,-89.0022,['https://capitolfax.com/2020/10/08/iea-puts-pressure-on-idph/'],['73'],[20201009000000],['capitolfax.com']
AFFECT,40.5308,-112.298,['https://www.ksl.com/article/50027535/tooele-high-school-to-temporarily-switch-to-online-classes-in-response-to-covid-19-cases'],['6'],[20201009001500],['ksl.com']
AFFECT,40.5773,-77.264,['https://learningenglish.voanews.com/a/examining-participles-through-news-headlines/5612546.html'],['2013'],[20201009001500],['voanews.com']
AFFECT,41.8437,-71.4378,['https://www.thewesterlysun.com/news/covid-19/some-providence-college-students-resume-in-person-classes/article_09c67b30-286f-5f87-bdb3-67b50db402f4.html'],['200'],[20201009054500],['thewesterlysun.com']
AFFECT,41.85,-87.6501,"['https://www.citywatchla.com/index.php/cw/los-angeles/20540-what-you-need-to-know-about-homelessness', 'https://www.nwherald.com/2020/10/08/theater-director-to-appear-on-huntley-radios-its-showtime-with-rikki-lee/ae4jh7i/']","['10', '19']","[20201009053000, 20201009021500]","['citywatchla.com', 'nwherald.com']"
AFFECT,41.9,12.4833,['https://www.ntnews.com.au/news/letusspeak-clergy-abuse-survivor-phil-nagle-no-longer-gagged-under-victorian-laws/news-story/327fd59502b0d9469d038a83b8f91b7b?nk=7a54a905b1b2bb6cc03cfa91a933d923-1602203549'],['2013'],[20201009004500],['ntnews.com.au']
AFFECT,42.0046,-93.214,['https://www.amestrib.com/story/news/health/2020/10/08/coronavirus-strikes-again-state-institutions-disabled-iowans-at-glenwood-and-woodward/5926491002/'],['2'],[20201009000000],['amestrib.com']
AFFECT,42.1497,-74.9384,"['https://www.thewrap.com/pixars-soul-to-skip-us-theaters-for-christmas-day-disney-debut/', 'http://www.capitalgazette.com/maryland/bowie/ac-cn-epstein-0914-story.html']","['19', '2026']","[20201009021500, 20201009014500]","['thewrap.com', 'capitalgazette.com']"
AFFECT,42.3318,-71.1212,['https://www.washingtonpost.com/local/obituaries/bette-greene-novelist-whose-summer-of-my-german-soldier-became-a-young-adult-hit-dies-at-86/2020/10/08/6e3dfe62-0975-11eb-859b-f9c27abe638d_story.html'],['2'],[20201009021500],['washingtonpost.com']
AFFECT,43.0606,-88.1065,['https://www.wisn.com/article/coronavirus-bars-restaurants-adjust-to-comply-with-new-capacity-limits/34317719'],['25'],[20201009001500],['wisn.com']
AFFECT,43.1333,-80.2667,['https://www.brantfordexpositor.ca/news/local-news/brant-tops-construction-records'],['2013'],[20201009001500],['brantfordexpositor.ca']
AFFECT,43.5501,-73.7996,['https://poststar.com/news/local/north-warren-greenwich-elementary-fort-edward-schools-closed-friday/article_b3bb7c98-a2d9-5591-bb2f-0ff4cf8679b0.html'],['29'],[20201009021500],['poststar.com']
AFFECT,43.8508,126.56,['http://english.sina.com/buz/s/2020-10-09/detail-iivhvpwz1004130.shtml'],['3'],[20201009053000],['sina.com']
AFFECT,44.2505,-105.551,['https://www.sltrib.com/news/2020/10/08/fugitives-who-shot/'],['18'],[20201009023000],['sltrib.com']
AFFECT,44.2563,-89.6385,"['https://www.leadertelegram.com/opinion/editorials/our-view-dont-look-away/article_1595fce2-c485-52bb-a5d1-ccb95d6f0f8b.html', 'https://www.jdsupra.com/legalnews/the-latest-from-osha-on-when-employers-41273/', 'https://www.amren.com/news/2020/10/cities-declare-racism-a-health-crisis-but-some-doubt-impact/']","['500', '19', '42']","[20201009053000, 20201009040000, 20201009000000]","['leadertelegram.com', 'jdsupra.com', 'amren.com']"
AFFECT,44.5672,-122.127,"['https://1059thebrew.iheart.com/content/2020-10-08-fema-approves-direct-housing-assistance/', 'https://easyreadernews.com/skechers-bobs-go-to-fire-victims/']","['200', '4']","[20201009054500, 20201009014500]","['iheart.com', 'easyreadernews.com']"
AFFECT,44.6074,-69.3977,"['https://www.centralmaine.com/2020/10/08/nickelodeon-cinemas-closes-temporarily-citing-lack-of-films/', 'https://www.centralmaine.com/2020/10/08/topsham-school-board-race-draws-11-candidates-for-four-seats/']","['45', '75']","[20201009023000, 20201009014500]","['centralmaine.com', 'centralmaine.com']"
