event,event_latitude,event_longitude,event_document,event_importance,event_date,event_source_name
AFFECT,-30.0,26.0,"['https://apnews.com/article/virus-outbreak-africa-business-airlines-south-africa-b6c4196ece3070025a7728d4e90606e1', 'https://www.iol.co.za/capeargus/news/improvement-in-social-grants-is-great-news-c431b36b-eef1-4167-bb3b-882385b311f3', 'https://www.news24.com/fin24/companies/retail/pick-n-pay-blames-alcohol-tobacco-and-clothing-sales-ban-for-halving-of-profits-20201007']","['3', '75', '100000000']","[20201007143000, 20201007140000, 20201007134500]","['apnews.com', 'iol.co.za', 'news24.com']"
AFFECT,-29.8255,30.937,['https://www.iol.co.za/mercury/news/no-need-for-panic-says-ethekwini-municipality-over-land-use-furore-0cc32ccb-426a-42be-9fe3-d3dd737fadee'],['19'],[20201007134500],['iol.co.za']
AFFECT,-25.0,135.0,"['https://www.miragenews.com/two-new-breast-cancer-clinics-to-provide-better-access-and-care/', 'https://www.afr.com/work-and-careers/careers/what-employees-really-think-about-working-from-home-20201006-p562j0', 'https://www.socialistparty.org.uk/articles/31436']","['7', '3', '2000000']","[20201007153000, 20201007150000, 20201007143000]","['miragenews.com', 'afr.com', 'socialistparty.org.uk']"
AFFECT,-24.3364,29.7337,['https://www.iol.co.za/news/south-africa/north-west/bankrupt-north-west-municipality-recruits-127-employees-despite-moratorium-f4f51679-0588-4371-8399-ca76dde266e8'],['100'],[20201007144500],['iol.co.za']
AFFECT,-22.0,17.0,['https://www.africa-newsroom.com/press/coronavirus-namibia-european-union-and-world-food-programme-wfp-support-namibias-most-vulnerable-people-affected-by-covid19'],['19'],[20201007141500],['africa-newsroom.com']
AFFECT,-22.0,24.0,['https://allafrica.com/stories/202010070711.html'],['114'],[20201007144500],['allafrica.com']
AFFECT,-10.0,-76.0,"['https://www.freshplaza.com/article/9256701/blueberries-could-generate-about-100-000-jobs-in-peru-at-peak-of-2020-2021-campaign/', 'https://www.freshplaza.com/article/9256701/blueberries-could-generate-about-100-jobs-in-peru-at-peak-of-2020-2021-campaign/']","['2000', '2000']","[20201007150000, 20201007140000]","['freshplaza.com', 'freshplaza.com']"
AFFECT,1.0,38.0,['https://reliefweb.int/job/3676429/education-officer'],['3'],[20201007144500],['reliefweb.int']
AFFECT,1.366667,103.8,['https://www.straitstimes.com/singapore/community/72-year-old-singaporean-woman-with-dementia-missing-for-four-days'],['2'],[20201007143000],['straitstimes.com']
AFFECT,2.0,33.0,"['http://www.angop.ao/angola/en_us/noticias/africa/2020/9/41/Millions-feared-lost-Uganda-mobile-money-hacking,df4fe9da-8f1a-4df3-bfe5-52900e704584.html', 'https://allafrica.com/stories/202010070702.html', 'https://www.africanews.com/2020/10/07/nationwide-analysis-finds-gulu-jinja-kasese-worst-affected-by-hunger-during-lockdown/', 'https://reliefweb.int/report/uganda/nationwide-analysis-finds-gulu-jinja-kasese-worst-affected-hunger-during-lockdown', 'https://www.africa-newsroom.com/press/nationwide-analysis-finds-gulu-jinja-kasese-worst-affected-by-hunger-during-lockdown']","['20000000', '13', '13', '13', '13']","[20201007154500, 20201007151500, 20201007141500, 20201007134500, 20201007133000]","['angop.ao', 'allafrica.com', 'africanews.com', 'reliefweb.int', 'africa-newsroom.com']"
AFFECT,3.16667,101.7,['http://www.thesundaily.my/local/water-supplies-at-238-areas-recover-fully-air-selangor-CJ4487224'],['274'],[20201007154500],['thesundaily.my']
AFFECT,4.0,-72.0,['https://news.trust.org/item/20201007143159-h2kvg'],['445'],[20201007154500],['trust.org']
AFFECT,5.55,-0.216667,['http://www.businessghana.com/site/news/general/223599/Two-jailed-eight-years-for-stealing-Bullion-Van-Cash'],['2'],[20201007153000],['businessghana.com']
AFFECT,8.0,-66.0,['https://www.newstatesman.com/politics/health/2020/10/scars-long-covid'],['2000000'],[20201007151500],['newstatesman.com']
AFFECT,8.0,-2.0,"['https://allafrica.com/stories/202010070722.html', 'https://www.graphic.com.gh/news/general-news/three-institutions-donate-towards-gja-awards.html', 'https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Produce-500-missing-excavators-Minority-to-govt-1079554']","['5', '19', '500']","[20201007151500, 20201007144500, 20201007140000]","['allafrica.com', 'graphic.com.gh', 'ghanaweb.com']"
AFFECT,8.0,30.0,"['http://www.rnanews.com/eac-secretariat-warns-of-a-drier-than-usual-season-between-october-and-december-2020/', 'http://english.ahram.org.eg/NewsContent/2/10/387830/World/Africa/UN-outraged-by-attack-on-food-aid-convoy-in-South-.aspx', 'https://www.humanitarianresponse.info/en/operations/south-sudan/document/press-release-humanitarian-coordinator-condemns-attack-wfp-boat']","['15', '200000', '78']","[20201007150000, 20201007143000, 20201007141500]","['rnanews.com', 'ahram.org.eg', 'humanitarianresponse.info']"
AFFECT,8.0,38.0,['https://theconversation.com/climate-migration-what-the-research-shows-is-very-different-from-the-alarmist-headlines-146905'],['2000000'],[20201007151500],['theconversation.com']
AFFECT,9.0,-80.0,['https://www.billboard.com/articles/business/chart-beat/9461337/forever-no-1-van-halens-jump/'],['70'],[20201007153000],['billboard.com']
AFFECT,10.0,76.5,['https://www.news18.com/news/india/kerala-power-minister-tests-positive-for-covid-19-fourth-cabinet-member-to-contract-virus-2941273.html'],['4'],[20201007134500],['news18.com']
AFFECT,12.9833,77.5833,"['https://www.reuters.com/article/innovationNews/idUSKBN26S25H', 'https://www.reuters.com/article/us-tcs-results/indias-tcs-plans-up-to-2-2-billion-buyback-as-legal-costs-hit-profit-idUSKBN26S25H']","['78', '78']","[20201007154500, 20201007151500]","['reuters.com', 'reuters.com']"
AFFECT,13.0,-2.0,"['https://www.startribune.com/un-says-attack-in-burkina-faso-kills-25-people/572663172/', 'https://www.washingtontimes.com/news/2020/oct/7/un-says-attack-in-burkina-faso-kills-25-people/', 'https://mynorthwest.com/2214123/un-says-attack-in-burkina-faso-kills-25-people/', 'https://www.680news.com/2020/10/07/un-says-attack-in-burkina-faso-kills-25-people/', 'https://www.record-eagle.com/nation_world/un-says-attack-in-burkina-faso-kills-25-people/article_3bc0c812-03dd-5cc6-91c8-fd33382ede99.html', 'https://www.thestar.com/news/world/2020/10/07/un-says-attack-in-burkina-faso-kills-25-people.html']","['25', '25', '25', '25', '25', '25']","[20201007154500, 20201007153000, 20201007151500, 20201007151500, 20201007151500, 20201007151500]","['startribune.com', 'washingtontimes.com', 'mynorthwest.com', '680news.com', 'record-eagle.com', 'thestar.com']"
AFFECT,13.0,122.0,['https://reliefweb.int/job/3676536/community-development-officer-bridge-project'],['100'],[20201007144500],['reliefweb.int']
AFFECT,13.1578,80.3042,['https://www.newindianexpress.com/cities/chennai/2020/oct/07/tiruvottiyur-leads-chennais-15-zones-in-covid-19-fatality-rate-2207146.html'],['68'],[20201007141500],['newindianexpress.com']
AFFECT,13.5,23.5,['https://www.deccanherald.com/international/world-news-politics/lawyers-walk-out-of-sudan-ex-president-omar-al-bashirs-trial-in-protest-898192.html'],['5000000'],[20201007154500],['deccanherald.com']
AFFECT,13.833333,-88.916667,['https://www.hrw.org/news/2020/10/07/interview-lgbt-people-flee-violence-el-salvador-guatemala-honduras'],['3'],[20201007141500],['hrw.org']
AFFECT,14.6042,120.982,"['https://visayandailystar.com/2020/October/07/topstory9.htm', 'https://www.visayandailystar.com/2020/October/07/topstory9.htm']","['6', '6']","[20201007154500, 20201007133000]","['visayandailystar.com', 'visayandailystar.com']"
AFFECT,14.6073,121.071,['https://www.sunstar.com.ph/article/1872708/Baguio/Local-News/DOLE-records-retrenchment-in-Cordillera'],['59'],[20201007151500],['sunstar.com.ph']
AFFECT,14.9167,-23.5167,['https://reliefweb.int/report/mozambique/mozambique-flash-report-9-new-displacement-zambezia-iom-rapid-assessment-09-22'],['131'],[20201007153000],['reliefweb.int']
AFFECT,15.0,100.0,['https://www.thephuketnews.com/tv/thais-split-on-reopening-13-teachers-charged-in-school-abuse-scandal-october-7-2038-Segments.php'],['2'],[20201007143000],['thephuketnews.com']
AFFECT,15.5,-90.25,['https://progressive.org/dispatches/police-violence-not-just-rise-in-united-states-abbott-201007/'],['2000000'],[20201007144500],['progressive.org']
AFFECT,16.0,8.0,"['https://www.modernghana.com/news/1033974/nigerian-displaced-face-jihadist-attacks-after.html', 'https://www.standardmedia.co.ke/world/article/2001389227/nigerian-displaced-face-jihadist-attacks-after-returning-home', 'https://www.standardmedia.co.ke/africa/article/2001389227/nigerian-displaced-face-jihadist-attacks-after-returning-home']","['2000', '2000', '2000']","[20201007153000, 20201007143000, 20201007141500]","['modernghana.com', 'standardmedia.co.ke', 'standardmedia.co.ke']"
AFFECT,16.0,30.0,['https://www.hellenicshippingnews.com/port-sudan-container-terminal-blocked-in-peace-deal-protest/'],['20'],[20201007150000],['hellenicshippingnews.com']
AFFECT,20.0,77.0,"['https://www.telegraphindia.com/world/american-economy-would-due-to-the-changes-to-h-1b-visa-programme-fears-nasscom/cid/1794100', 'https://uk.reuters.com/article/us-tcs-results/indias-tcs-plans-up-to-2-2-billion-buyback-as-legal-costs-hit-profit-idUKKBN26S25H', 'https://in.reuters.com/article/tcs-results/tcs-plans-up-to-2-2-billion-buyback-as-legal-costs-hit-profit-idINKBN26S247', 'https://www.christianitytoday.com/ct/2020/october-web-only/pandemic-orphanages-close-kids-return-home.html', 'http://www.kashmirtimes.in/newsdet.aspx?q=105396', 'https://www.indiatvnews.com/health/9-in-10-indian-workers-seek-robots-to-support-their-mental-health-655117', 'https://www.carandbike.com/news/mg-gloster-india-launch-price-expectation-2306636', 'https://www.seafoodsource.com/news/supply-trade/china-slams-door-on-seafood-imports-from-covid-impacted-countries', 'http://www.coastaldigest.com/india-top-story/over-1-crore-children-aged-between-5-and-14-forced-work-covid-hit-india', 'http://www.coastaldigest.com/india-top-story/fir-against-kerala-journalist-cfi-leaders-attempt-visit-hathras-pfi-condemns']","['2000', '78', '78', '3', '60000000', '93', '2', '2013', '1', '1']","[20201007154500, 20201007153000, 20201007153000, 20201007151500, 20201007144500, 20201007144500, 20201007143000, 20201007141500, 20201007141500, 20201007141500]","['telegraphindia.com', 'reuters.com', 'reuters.com', 'christianitytoday.com', 'kashmirtimes.in', 'indiatvnews.com', 'carandbike.com', 'seafoodsource.com', 'coastaldigest.com', 'coastaldigest.com']"
AFFECT,21.1098,-157.531,"['https://www.msn.com/en-us/travel/news/hawaii-fiber-optic-project-to-improve-internet-stability/ar-BB19NjrH', 'https://www.hawaiinewsnow.com/2020/10/07/hawaii-fiber-optic-project-improve-internet-stability/']","['25', '25']","[20201007153000, 20201007151500]","['msn.com', 'hawaiinewsnow.com']"
AFFECT,23.0,-102.0,"['https://www.reuters.com/article/us-storm-delta-energy/storm-weary-u-s-offshore-energy-firms-prep-for-massive-hurricane-idUSKBN26S1B9', 'https://www.ibtimes.com/oklahoma-honeymooners-set-gofundme-after-hurricane-ruins-their-cancun-vacation-3058193', 'https://www.france24.com/en/20201007-mexican-mennonites-learned-of-pandemic-through-rare-online-foray', 'https://www.msn.com/en-us/weather/topstories/hurricane-delta-makes-landfall-in-the-yucatan-peninsula/ar-BB19GYGo', 'https://www.rfi.fr/en/wires/20201007-mexican-mennonites-learned-pandemic-through-rare-online-foray']","['57', '2014', '10', '2', '10']","[20201007154500, 20201007151500, 20201007151500, 20201007144500, 20201007133000]","['reuters.com', 'ibtimes.com', 'france24.com', 'msn.com', 'rfi.fr']"
AFFECT,23.7656,57.2525,['https://www.timesofoman.com/article/5g-networks-encountering-external-radio-interference-in-oman-tra'],['5'],[20201007134500],['timesofoman.com']
AFFECT,24.0,121.0,['https://www.eastasiaforum.org/2020/10/07/taiwans-refugee-policy-offers-little-help-to-hongkongers/'],['18'],[20201007151500],['eastasiaforum.org']
AFFECT,25.0,45.0,"['https://www.middleeastmonitor.com/20201007-uk-mps-launch-probe-to-locate-ex-saudi-crown-prince-bin-nayef/', 'https://www.dw.com/en/saudi-arabia-wants-bangladesh-to-accept-rohingya/a-55187748']","['2', '20000']","[20201007153000, 20201007150000]","['middleeastmonitor.com', 'dw.com']"
AFFECT,25.2522,55.28,['https://gulfbusiness.com/covid-19-impact-events-companies-in-dubai-lose-up-to-dhs5-5bn-worth-of-business/'],['19'],[20201007150000],['gulfbusiness.com']
AFFECT,25.7681,-80.2331,['https://health.wusf.usf.edu/post/miami-dade-superintendent-says-we-are-good-place-school-reopening-many-teachers-disagre'],['2014'],[20201007143000],['usf.edu']
AFFECT,27.8333,-81.717,"['http://www.msn.com/en-us/news/technology/florida-investigates-voter-registration-site-outage/ar-BB19Lbwp', 'https://www.msn.com/en-us/news/technology/florida-investigating-voter-registration-site-outage-extends-deadline/ar-BB19Lbwp', 'http://www.msn.com/en-us/news/technology/florida-investigating-voter-registration-site-outage-extends-deadline/ar-BB19Lbwp']","['2', '2', '2']","[20201007153000, 20201007151500, 20201007143000]","['msn.com', 'msn.com', 'msn.com']"
AFFECT,28.1667,33.45,['https://www.mei.edu/publications/will-lights-stay-egypt'],['2'],[20201007134500],['mei.edu']
AFFECT,28.5383,-81.3792,['https://nextshark.com/eddie-huang-closes-his-famous-bao-shop-in-manhattan-after-10-years/'],['200'],[20201007151500],['nextshark.com']
AFFECT,29.5,47.75,['https://www.trtworld.com/middle-east/in-pictures-iraq-s-struggle-with-environmental-challenges-40336'],['2000'],[20201007154500],['trtworld.com']
AFFECT,29.7633,-95.3633,"['https://www.torontotelegraph.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.bostonstar.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.theusnews.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.hawaiitelegraph.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://abc13.com/pets-evacuated-houston-spca-evacuates-animals-hurricane-delta-evacuations/6839696/', 'https://www.pittsburghstar.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.newjerseytelegraph.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.clevelandstar.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.stlouisstar.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.dallassun.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.nashvilleherald.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy', 'https://www.albuquerqueexpress.com/news/266621622/jaguar-health-subsidiary-napo-pharmaceuticals-initiates-pivotal-phase-3-clinical-trial-of-crofelemer-mytesi-for-prophylaxis-of-diarrhea-in-adult-cancer-patients-receiving-targeted-cancer-therapy']","['10', '10', '10', '10', '200', '10', '10', '10', '10', '10', '10', '10']","[20201007154500, 20201007154500, 20201007153000, 20201007153000, 20201007153000, 20201007151500, 20201007150000, 20201007143000, 20201007143000, 20201007140000, 20201007140000, 20201007140000]","['torontotelegraph.com', 'bostonstar.com', 'theusnews.com', 'hawaiitelegraph.com', 'abc13.com', 'pittsburghstar.com', 'newjerseytelegraph.com', 'clevelandstar.com', 'stlouisstar.com', 'dallassun.com', 'nashvilleherald.com', 'albuquerqueexpress.com']"
AFFECT,30.2553,120.169,['https://www.frontiersin.org/articles/10.3389/fneur.2020.583411/full'],['16'],[20201007150000],['frontiersin.org']
AFFECT,30.508,105.573,['https://chinadigitaltimes.net/2013/12/chinese-farmers-bombarded-moon-launch-debris/'],['11'],[20201007150000],['chinadigitaltimes.net']
AFFECT,31.106,-97.6475,"['https://threatpost.com/comcast-tv-remote-homes-snooping/159899/', 'https://www.dailyrepublic.com/all-dr-news/solano-news/fairfield/latest-solano-voter-guide-error-hits-home-in-vallejo-benicia/']","['1', '4']","[20201007143000, 20201007141500]","['threatpost.com', 'dailyrepublic.com']"
AFFECT,31.1801,-91.8749,"['https://wcfcourier.com/news/national/hurricane-delta-slams-into-mexicos-yucatan-peninsula-before-heading-toward-the-us-gulf-coast/article_99fbf3ac-8f77-5265-9e74-8081f45fbc61.html', 'https://www.thecentersquare.com/louisiana/louisiana-house-approves-possible-157-million-oil-industry-tax-break-value-of-exemption-disputed/article_80d140fc-082b-11eb-98c8-ff8d51cf59d5.html', 'https://www.abc57.com/news/hurricane-delta-slams-into-mexicos-yucatan-peninsula-before-heading-toward-the-us-gulf-coast', 'https://www.kimt.com/content/news/572662322.html', 'https://omaha.com/news/national/hurricane-delta-slams-into-mexicos-yucatan-peninsula-before-heading-toward-the-us-gulf-coast/article_cb8372be-8d50-5ed1-9415-031b45f9247f.html', 'https://www.wbrz.com/news/disaster-unemployment-assistance-extended-to-oct-30/', 'https://tucson.com/news/national/hurricane-delta-slams-into-mexicos-yucatan-peninsula-before-heading-toward-the-us-gulf-coast/article_28cf1767-3682-5591-bdc7-d555e503963f.html']","['24', '4', '24', '24', '24', '21', '24']","[20201007151500, 20201007143000, 20201007141500, 20201007141500, 20201007141500, 20201007140000, 20201007140000]","['wcfcourier.com', 'thecentersquare.com', 'abc57.com', 'kimt.com', 'omaha.com', 'wbrz.com', 'tucson.com']"
AFFECT,31.5,34.75,"['https://www.timesofisrael.com/health-ministry-closes-hotline-for-reporting-quarantine-violations/', 'https://www.timesofisrael.com/liveblog_entry/palestinian-village-sets-up-cameras-to-document-alleged-settler-attacks/', 'https://www.timesofisrael.com/liveblog_entry/trump-was-in-oval-office-the-day-after-hospital-discharge/', 'https://www.timesofisrael.com/liveblog_entry/as-minister-visits-covid-ward-patient-dies-before-his-eyes/']","['800', '10', '10', '10']","[20201007154500, 20201007141500, 20201007141500, 20201007141500]","['timesofisrael.com', 'timesofisrael.com', 'timesofisrael.com', 'timesofisrael.com']"
AFFECT,31.666667,35.25,['https://english.wafa.ps/Pages/Details/120479'],['305'],[20201007151500],['english.wafa.ps']
AFFECT,32.2217,-110.926,['https://tucson.com/2020-election-star-editorial-board-endorsements/collection_87cb771a-0849-11eb-917d-eb84d9179c38.html'],['1000000'],[20201007153000],['tucson.com']
AFFECT,32.25,131.567,['https://www.frontiersin.org/articles/10.3389/fpsyg.2020.560178/full'],['2020'],[20201007150000],['frontiersin.org']
AFFECT,32.7153,-117.157,"['https://www.prnewswire.com:443/news-releases/san-diegos-highest-rated-dental-practice-the-dentistry-collective-launches-dental-membership-benefits-saving-program-to-help-the-300-000-residents-of-san-diego-ca-301147178.html', 'https://www.prnewswire.com/news-releases/san-diegos-highest-rated-dental-practice-the-dentistry-collective-launches-dental-membership-benefits-saving-program-to-help-the-300-000-residents-of-san-diego-ca-301147178.html']","['19', '19']","[20201007153000, 20201007153000]","['prnewswire.com', 'prnewswire.com']"
AFFECT,32.7831,-96.8067,['https://www.forbes.com/sites/ashoka/2020/10/07/on-call-can-atts-employees-teach-the-company-a-new-form-of-public-responsibility/'],['9'],[20201007150000],['forbes.com']
AFFECT,33.7712,-111.388,"['https://www.foxnews.com/health/arizona-coronavirus-mitigation-measures-drop-cases-august-cdc', 'http://freerepublic.com/focus/f-bloggers/3891418/posts']","['85', '93']","[20201007154500, 20201007141500]","['foxnews.com', 'freerepublic.com']"
AFFECT,34.0,9.0,['https://www.cbc.ca/news/canada/prince-edward-island/pei-immigration-spousal-sponsorship-delays-1.5726076'],['2014'],[20201007140000],['cbc.ca']
AFFECT,34.0983,-118.327,"['https://www.wrur.org/post/savage-mode-2-rare-covid-19-era-blockbuster-sequel', 'https://victorygirlsblog.com/beto-failed-dems-hollywood-elite-try-to-turn-texas/']","['21', '3']","[20201007153000, 20201007151500]","['wrur.org', 'victorygirlsblog.com']"
AFFECT,35.0,38.0,['https://reliefweb.int/report/syrian-arab-republic/syria-mvam-bulletin-48-september-2020'],['27'],[20201007141500],['reliefweb.int']
AFFECT,35.0,105.0,"['https://www.reuters.com/article/us-metals-aluminium-ahome-idUSKBN26S2BO', 'https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0238443', 'https://www.frontiersin.org/articles/10.3389/fgene.2020.593240/full', 'https://www.reuters.com/article/uk-metals-aluminium-ahome-idUKKBN26S22Z', 'https://en.mercopress.com/2020?p=302', 'https://www.investingdaily.com/58617/how-covid-19-disrupts-the-investment-landscape/']","['5', '5', '14', '5', '2000', '19']","[20201007151500, 20201007150000, 20201007150000, 20201007141500, 20201007133000, 20201007133000]","['reuters.com', 'plos.org', 'frontiersin.org', 'reuters.com', 'mercopress.com', 'investingdaily.com']"
AFFECT,35.7449,-86.7489,['https://www.tennessean.com/story/news/2020/10/07/tennessee-covid-19-education-initiative-students-learning-loss-bill-haslam/3635190001/'],['2000000'],[20201007134500],['tennessean.com']
AFFECT,35.7721,-78.6386,"['https://www.msn.com/en-us/news/us/american-airlines-suspending-services-at-pgv-starting-wednesday/ar-BB18bPCX', 'https://www.msn.com/en-us/travel/news/american-airlines-suspending-services-at-pgv-starting-wednesday/ar-BB18bPCX']","['3', '3']","[20201007134500, 20201007133000]","['msn.com', 'msn.com']"
AFFECT,36.0,138.0,"['https://www.oaoa.com/news/business/the-rise-of-work-anywhere-new-atlassian-research-uncovers-the-everyday-truths-of-employees-during/article_3d34461f-cf19-5265-8f3b-19a009ce06aa.html', 'https://www.breitbart.com/politics/2020/10/06/washington-post-only-bigots-oppose-large-refugee-inflows/', 'https://www.eurekalert.org/pub_releases/2020-10/ku-apc100720.php']","['77', '100', '1']","[20201007154500, 20201007144500, 20201007141500]","['oaoa.com', 'breitbart.com', 'eurekalert.org']"
AFFECT,36.17,-119.746,"['https://www.thepiratescove.us/2020/10/07/californias-blackouts-caused-by-climate-change-and-poor-planning/', 'https://hanfordsentinel.com/opinion/columnists/kalish-morrow-full-hearts-and-helping-hands/article_8cf950a5-8e16-5738-95d0-d7392b9bb5ab.html', 'https://www.thepiratescove.us/2020/10/07/californias-blackouts-caused-by-climate-change-and-poor-planning/comment-page-1/', 'https://www.790business.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://abc17news.com/news/national-world/2020/10/07/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.klik1240.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.wcoapensacola.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.newstalk1030.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.wmal.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.jacksonprogress-argus.com/news/world_nation/last-month-was-the-hottest-september-ever-breaking-last-years-record/article_61eb46f7-951f-516b-ab79-9fa27967b1ad.html', 'https://www.kmjnow.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.wgowam.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.wbap.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.rockdalenewtoncitizen.com/news/world_nation/last-month-was-the-hottest-september-ever-breaking-last-years-record/article_d44f4c25-ada5-5f3b-b3dd-cf06600669f5.html', 'https://www.wtka.com/news/last-month-was-the-hottest-september-ever-breaking-last-years-record/', 'https://www.ctvnews.ca/climate-and-environment/last-month-was-the-hottest-september-ever-breaking-last-year-s-record-1.5135825']","['40000000', '200', '40000000', '2000000', '2000000', '2000000', '2000000', '2000000', '2000000', '2000000', '2000000', '2000000', '2000000', '2000000', '2000000', '2000000']","[20201007154500, 20201007154500, 20201007154500, 20201007154500, 20201007153000, 20201007151500, 20201007144500, 20201007144500, 20201007140000, 20201007140000, 20201007134500, 20201007133000, 20201007133000, 20201007133000, 20201007133000, 20201007133000]","['thepiratescove.us', 'hanfordsentinel.com', 'thepiratescove.us', '790business.com', 'abc17news.com', 'klik1240.com', 'wcoapensacola.com', 'newstalk1030.com', 'wmal.com', 'jacksonprogress-argus.com', 'kmjnow.com', 'wgowam.com', 'wbap.com', 'rockdalenewtoncitizen.com', 'wtka.com', 'ctvnews.ca']"
AFFECT,37.0,127.5,"['http://humanitariannews.org/20201007/amid-covid-19-these-10-countries-are-aiming-kickstart-their-economies-repairing-nature', 'https://www.frontiersin.org/articles/10.3389/fimmu.2020.568513/full', 'https://allafrica.com/stories/202010070703.html']","['1950', '2', '1950']","[20201007153000, 20201007151500, 20201007143000]","['humanitariannews.org', 'frontiersin.org', 'allafrica.com']"
AFFECT,37.768,-78.2057,['https://patch.com/virginia/leesburg/meet-candidate-jennifer-wexton-seeks-second-term-congress'],['2014'],[20201007140000],['patch.com']
AFFECT,37.7749,-122.419,['https://www.pressandjournal.co.uk/news/uk/2549800/risk-of-melanoma-may-be-gauged-long-before-suspicious-moles-appear-study/'],['2'],[20201007154500],['pressandjournal.co.uk']
AFFECT,38.4199,-117.122,['https://www.claimsjournal.com/news/west/2020/10/07/299793.htm'],['75'],[20201007154500],['claimsjournal.com']
AFFECT,38.4334,-91.0668,"['http://klpw.com/news/details.cfm?clientid=42&id=312012', 'https://www.kmov.com/news/humane-society-rescues-55-dogs-from-franklin-county-property/article_91498db6-0814-11eb-95e6-2791e61c1dd1.html']","['24', '55']","[20201007154500, 20201007143000]","['klpw.com', 'kmov.com']"
AFFECT,38.4623,-92.302,['https://kesq.com/news/national-world/2020/10/07/humane-society-rescues-55-dogs-from-property/'],['55'],[20201007151500],['kesq.com']
AFFECT,38.8951,-77.0364,"['http://www.beaufortobserver.net/Blog-3931.112112-17254.114136-Washington-Post-supports-large-refugee-inflows.html', 'https://www.gopusa.com/alec-baldwin-defends-snl-skit-after-show-is-bashed-for-making-fun-of-sick-president/', 'https://www.rawstory.com/2020/10/trumps-induced-twitter-eruptions-result-in-an-epic-self-own-after-he-blows-up-stimulus-talks-ex-rnc-spokesman/']","['3', '2014', '2014']","[20201007153000, 20201007140000, 20201007134500]","['beaufortobserver.net', 'gopusa.com', 'rawstory.com']"
AFFECT,39.059012,34.911546,['https://www.thenationalherald.com/archive_associations/arthro/pseka_hosts_celebration_of_the_60th_anniversary_of_independence_of_cyprus-969666/'],['20'],[20201007141500],['thenationalherald.com']
AFFECT,39.3498,-75.5148,['https://people.com/crime/missing-delaware-teen-beaten-woods-ex-others-involved/'],['2014'],[20201007154500],['people.com']
AFFECT,39.8173,46.7557,['https://www.freemalaysiatoday.com/category/world/2020/10/07/half-of-karabakh-population-displaced-as-putin-says-tragedy-must-end/'],['2000'],[20201007134500],['freemalaysiatoday.com']
