event,event_importance,event_latitude,event_longitude,event_date,event_document,event_source_name
KILL,205,39.828175,-98.5795,20201006000000.0,https://journaltimes.com/news/national/govt-and-politics/pence-takes-lead-role-in-campaign-with-trump-travel-stopped/article_cd553327-14cc-5728-aafc-f1a014cc0c09.html,journaltimes.com
AFFECT,12,35.6411,-79.8431,20201006000000.0,https://www.heraldbulletin.com/news/nation_world/the-latest-trump-gives-thumbs-up-from-white-house-balcony/article_307c5d26-ac19-516f-8385-728221b54077.html,heraldbulletin.com
KILL,2014,13.1333,-61.2167,20201006000000.0,https://www.ricentral.com/narragansett_times/middlebridge-road-remains-a-safety-concern-after-fatal-car-accident/article_2345ae3a-0751-11eb-9032-67324f64aee6.html,ricentral.com
ARREST,100,22,96.0833,20201006000000.0,https://www.laosnews.net/news/266605936/covid-19-india-presents-3000-vials-of-remdesivir-to-myanmar,laosnews.net
KILL,381,44.2563,-89.6385,20201006000000.0,https://wixx.com/2020/10/05/monday-update-cases-trend-down-from-saturday-record/,wixx.com
KILL,53,42.7475,-107.209,20201006000000.0,https://1063cowboycountry.com/gov-gordon-virus-vigilance-in-wyoming-sliding/,1063cowboycountry.com
KILL,210,39.828175,-98.5795,20201006000000.0,https://gazette.com/ap/national/trump-still-infectious-back-at-white-house----without-mask/article_9e542ae3-7fd9-5e35-a725-34fa92080743.html,gazette.com
KILL,841,41.5834,-72.7622,20201006000000.0,https://www.milfordmirror.com/news/article/Fairfield-police-stepping-up-efforts-to-stop-15623104.php,milfordmirror.com
KILL,209,39.828175,-98.5795,20201006000000.0,https://www.haaretz.com/us-news/trump-says-will-leave-hospital-on-monday-tweets-don-t-be-afraid-of-covid-1.9211096,haaretz.com
AFFECT,1970,27.8333,-81.717,20201006000000.0,https://www.rockdalenewtoncitizen.com/news/world_nation/remembering-a-refugee-who-founded-a-center-for-those-forced-to-flee-like-him/article_4e1f64d8-727c-5f31-a84e-e30ff1af8d5e.html,rockdalenewtoncitizen.com
KILL,31,36.17,-119.746,20201006000000.0,https://www.tucsonpost.com/news/266606568/californian-wildfires-at-worst-stage-ever-more-than-4m-acres-scorched,tucsonpost.com
KILL,19,35.6411,-79.8431,20201006000000.0,https://www.wmal.com/news/north-carolina-elementary-school-teacher-dies-days-after-testing-positive-for-covid-19/,wmal.com
KILL,68,,,20201006000000.0,https://www.seattlepi.com/entertainment/article/Armelia-McQueen-Ain-t-Misbehavin-15623279.php,seattlepi.com
AFFECT,2013,13.166667,-59.533333,20201006000000.0,https://www.nationnews.com/2020/10/05/cxc-says-comissiong/,nationnews.com
KILL,3,29.7633,-95.3633,20201006000000.0,https://www.prpeak.com/3-dead-1-hurt-after-partial-building-collapse-in-houston-1.24215469,prpeak.com
AFFECT,536,39.828175,-98.5795,20201006000000.0,https://woburn.wickedlocal.com/news/20201005/regal-will-close-all-us-theaters-after-new-bond-movie-no-time-to-die-delayed-to-2021/1,wickedlocal.com
KILL,2,39.9523,-75.1638,20201006000000.0,https://6abc.com/families-touched-by-gun-violence-surge-in-philadelphia-want-answers-change/6795692/,6abc.com
KILL,6,23,-102,20201006000000.0,https://www.9news.com/article/weather/accuweather/tropical-storm-gamma-turns-deadly-mexico/507-464616f1-814f-4022-a9b2-166f5c87bc8f,9news.com
KILL,1,35,105,20201006000000.0,https://www.msn.com/en-us/news/world/covid-s-big-u-s-comeback-trump-leaves-hospital-virus-update/ar-BB19JuGQ,msn.com
KILL,79,2,33,20201006000000.0,https://borneobulletin.com.bn/2020/10/uganda-reports-blood-shortages-amid-coronavirus-pandemic/,borneobulletin.com.bn
AFFECT,2000000,39.828175,-98.5795,20201006000000.0,https://www.shanghaisun.com/news/266604700/us-re-ban-on-communist-party-members-seeking-to-emigrate,shanghaisun.com
AFFECT,911,,,20201006000000.0,https://knpr.org/npr/2020-10/rochester-mayor-pleads-not-guilty-campaign-finance-charges,knpr.org
KILL,210,39.828175,-98.5795,20201006000000.0,https://www.northwestgeorgianews.com/associated_press/trump-still-infectious-back-at-white-house----without-mask/article_8f0185c7-4d95-596b-a9bb-99505a45237a.html,northwestgeorgianews.com
KILL,1,35,105,20201006000000.0,http://www.msn.com/en-nz/news/world/covid-s-big-u-s-comeback-trump-leaves-hospital-virus-update/ar-BB19JuGQ,msn.com
KILL,8,,,20201006000000.0,http://www.dailystarjournal.com/coronavirus/277-active-covid-19-cases-reported-in-johnson-county/article_7a391476-075a-11eb-8178-f38f1690e056.html,dailystarjournal.com
AFFECT,317,54,-4,20201006000000.0,https://www.harrowtimes.co.uk/news/national/18772104.flagship-immigration-legislation-suffers-heavy-defeats-lords/,harrowtimes.co.uk
WOUND,40,,,20201006000000.0,https://www.clickondetroit.com/news/local/2020/10/05/driver-seriously-injured-after-40-pound-sandbag-thrown-through-windshield-from-overpass-on-i-96/,clickondetroit.com
AFFECT,2014,39.828175,-98.5795,20201006000000.0,https://tdn.com/entertainment/film-review-time-a-terrific-look-at-the-pull-of-loss/article_721334fe-17ac-5125-bccf-7fbdaba4d3fd.html,tdn.com
KILL,2000,30.4041,31.4086,20201006000000.0,https://borneobulletin.com.bn/2020/10/egypt-town-fears-worst-for-local-men-lost-en-route-to-europe/,borneobulletin.com.bn
KILL,23,54,-4,20201006000000.0,https://wtbx.com/2020/10/05/hiv-treatment-has-no-benefit-for-hospitalised-covid-19-patients-study/,wtbx.com
KILL,1,-18.25,35,20201006000000.0,https://www.thescottishsun.co.uk/news/6124528/isis-linked-jihadis-african-forest/,thescottishsun.co.uk
WOUND,714,44.2563,-89.6385,20201006000000.0,https://journaltimes.com/news/state-and-regional/govt-and-politics/judge-considering-striking-down-statewide-mask-mandate/article_a38a21db-da58-55da-8193-5a074e0ecaed.html,journaltimes.com
AFFECT,32,38.8951,-77.0364,20201006000000.0,https://www.wmal.com/news/most-americans-say-trump-acted-irresponsibly-and-distrust-white-house-on-his-health/,wmal.com
WOUND,2026,-25,135,20201006000000.0,https://www.northernstar.com.au/news/what-are-menstrual-cups-and-why-should-you-get-one/4112952/,northernstar.com.au
AFFECT,2014,39.828175,-98.5795,20201006000000.0,https://chippewa.com/entertainment/film-review-time-a-terrific-look-at-the-pull-of-loss/article_f27634e7-9729-53c5-bf54-0a43833c3455.html,chippewa.com
AFFECT,70,54.5833,-5.93333,20201006000000.0,https://www.westsussextoday.co.uk/health/coronavirus/big-conversation-over-third-brits-have-suffered-worse-mental-health-pandemic-began-2992650,westsussextoday.co.uk
KILL,3,29.7633,-95.3633,20201006000000.0,https://theparisnews.com/news/state/article_b9553147-7da0-5568-88d4-599ebfc6d4bd.html,theparisnews.com
KILL,2,54,-4,20201006000000.0,https://www.chardandilminsternews.co.uk/news/national/18772335.papers-say---october-6/,chardandilminsternews.co.uk
AFFECT,20,38.8951,-77.0364,20201006000000.0,https://www.knek.com/news/coronavirus-update-covid-19-outbreak-among-lawmakers-threatens-passing-of-new-economic-stimulus-bill/,knek.com
KILL,3,24,54,20201006000000.0,https://www.shanghaisun.com/news/266602957/uae-reports-932-new-covid-19-cases-99733-in-total,shanghaisun.com
PROTEST,6,,,20201006000000.0,https://www.thetimes.co.uk/edition/news/boris-johnson-facing-backbench-revolts-over-coronavirus-limits-m580r5jjd,thetimes.co.uk
KILL,2000000,20,77,20201006000000.0,https://www.prokerala.com/news/articles/a1089205.html,prokerala.com
AFFECT,22,35,105,20201006000000.0,https://www.laosnews.net/news/266604689/canadian-citizenship-study-guide-should-tell-the-truth-about-racism,laosnews.net
AFFECT,536,39.828175,-98.5795,20201006000000.0,https://wareham.wickedlocal.com/news/20201005/regal-will-close-all-us-theaters-after-new-bond-movie-no-time-to-die-delayed-to-2021/1,wickedlocal.com
KILL,2014,,,20201006000000.0,https://957thejet.iheart.com/content/2020-10-05-in-case-you-missed-it-words-of-wisdom-parents-should-tell-their-kid/,iheart.com
AFFECT,1427,,,20201006000000.0,https://patch.com/maryland/baltimore/brother-sister-missing-baltimore-police-say,patch.com
KILL,312,-30,26,20201006000000.0,https://www.amren.com/news/2020/10/south-africas-promise-of-racial-equality-falters-under-pandemic/,amren.com
PROTEST,200,36.7631,3.05056,20201006000000.0,https://www.aljazeera.com/news/2020/10/5/hundreds-protest-in-algiers-despite-ban-on-gatherings,aljazeera.com
KILL,3,39.059012,34.911546,20201006000000.0,https://www.thetimes.co.uk/edition/news/teeth-whitening-trip-to-turkey-ends-in-tragedy-for-three-friends-5w60jmb2s,thetimes.co.uk
KILL,1000000,46.1956,6.14811,20201006000000.0,https://www.redriverradio.org/post/10-global-population-may-have-contracted-coronavirus-who-says,redriverradio.org
KILL,19,38.8951,-77.0364,20201006000000.0,https://kfyo.com/does-trumps-covid-19-diagnosis-change-how-you-approach-the-virus-poll/,kfyo.com
PROTEST,2,54,-4,20201006000000.0,https://www.gizmodo.com.au/2020/10/nearly-20000-amazon-employees-have-contracted-covid-19-this-year/,gizmodo.com.au
PROTEST,200,54,-4,20201006000000.0,https://www.algemeiner.com/2020/10/05/new-far-right-group-defaces-public-areas-in-uk-city-of-liverpool-with-antisemitic-stickers/,algemeiner.com
AFFECT,317,54,-4,20201006000000.0,https://www.chardandilminsternews.co.uk/news/national/18772104.flagship-immigration-legislation-suffers-heavy-defeats-lords/,chardandilminsternews.co.uk
KILL,14,33.833333,35.833333,20201006000000.0,https://gulfnews.com/business/uae-residents-have-real-concerns-about-online-with-fake-news-topping-it-world-risk-poll-finds-1.1601939633982,gulfnews.com
ARREST,50,39.828175,-98.5795,20201006000000.0,https://www.thedailystar.com/opinion/sound_off/sound-off-oct-6-2020/article_a9f360a8-abf0-59d0-9314-73ec1995d80d.html,thedailystar.com
WOUND,714,44.2563,-89.6385,20201006000000.0,https://madison.com/wsj/news/local/govt-and-politics/judge-considering-striking-down-statewide-mask-mandate/article_3a554c01-7cf0-5392-bbe7-c58077880671.html,madison.com
KILL,30,44.6074,-69.3977,20201006000000.0,https://www.pressherald.com/2020/10/05/new-england-fishermen-lament-that-seals-are-everywhere/,pressherald.com
PROTEST,7,,,20201006000000.0,https://www.galesburg.com/news/20201005/rockford-police-officer-identified-in-shooting,galesburg.com
KILL,4,41.5834,-72.7622,20201006000000.0,https://www.ctpost.com/news/coronavirus/article/COVID-infection-increase-won-t-stop-CT-from-15623167.php,ctpost.com
KILL,2,,,20201006000000.0,https://www.kitsapsun.com/story/news/local/2020/10/05/north-mason-schools-bring-back-students-who-lack-internet-connectivity/3626292001/,kitsapsun.com
KILL,3,23,-102,20201006000000.0,https://abc11.com/el-futuro-durham-dr.-luke-smith-mental-health-services-for-spanish-speakers/6702433/,abc11.com
AFFECT,911,,,20201006000000.0,https://www.kzyx.org/post/rochester-mayor-due-court-face-campaign-finance-charges,kzyx.org
ARREST,2000,35,38,20201006000000.0,https://www.theglobeandmail.com/politics/article-ottawa-repatriates-canadian-orphan-detained-in-syria-but-has-no-plan/,theglobeandmail.com
KILL,4,49.9,-119.483,20201006000000.0,https://lethbridgeherald.com/news/national-news/2020/10/05/penticton-bc-man-accused-in-4-deaths-to-plead-guilty-defence/,lethbridgeherald.com
WOUND,52,,,20201006000000.0,http://security.itbusinessnet.com/2020/10/glancy-prongay-murray-llp-a-leading-securities-fraud-law-firm-announces-investigation-of-aurora-cannabis-inc-acb-on-behalf-of-investors/,itbusinessnet.com
AFFECT,536,39.828175,-98.5795,20201006000000.0,https://plainville.wickedlocal.com/news/20201005/regal-will-close-all-us-theaters-after-new-bond-movie-no-time-to-die-delayed-to-2021/1,wickedlocal.com
AFFECT,1970,27.8333,-81.717,20201006000000.0,https://www.wmal.com/news/remembering-a-refugee-who-founded-a-center-for-those-forced-to-flee-like-him/,wmal.com
KILL,210,39.828175,-98.5795,20201006000000.0,https://www.heraldbulletin.com/news/nation_world/trump-still-infectious-back-at-white-house----without-mask/article_c0adc1e3-64ed-5c90-b305-61875ad5ce79.html,heraldbulletin.com
KILL,841,41.5834,-72.7622,20201006000000.0,https://www.ctpost.com/news/article/Fairfield-police-stepping-up-efforts-to-stop-15623104.php,ctpost.com
ARREST,2,,,20201006000000.0,https://abc-7.com/news/crime/2020/10/05/two-arrested-after-returning-to-buy-ammo-for-stolen-gun-show-firearm/,abc-7.com
AFFECT,2014,39.828175,-98.5795,20201006000000.0,https://lacrossetribune.com/entertainment/film-review-time-a-terrific-look-at-the-pull-of-loss/article_1f694b29-ec48-5909-b276-4dc642a81318.html,lacrossetribune.com
KILL,19,49.25,-123.133,20201006000000.0,https://www.thestar.com/news/canada/2020/10/05/health-officer-schools-not-increasing-covid-19-transmission.html,thestar.com
AFFECT,12,10,8,20201006000000.0,https://punchng.com/nigerias-gas-exports-recover-surpass-pre-covid-19-level/,punchng.com
WOUND,306,,,20201006000000.0,https://patch.com/california/temecula/year-long-crackdown-temecula-chp-begins,patch.com
KILL,400,54,-4,20201006000000.0,https://www.zmescience.com/science/nobel-prize-trio-of-scientists-honored-for-discovering-hepatitis-c-virus/,zmescience.com
KILL,209,39.828175,-98.5795,20201006000000.0,https://www.pennlive.com/politics/2020/10/infected-senator-vows-to-wear-moon-suit-if-needed-to-vote-trumps-court-pick.html,pennlive.com
KILL,1,29.8169,-98.3003,20201006000000.0,https://www.kens5.com/article/news/health/coronavirus/san-antonio-coronavirus-updates-october-5/273-5e5f7448-05d6-48ff-85d9-08b0309126c2,kens5.com
KILL,19,31.106,-97.6475,20201006000000.0,https://www.news957.com/world/2020/10/05/john-hagee-prominent-megachurch-pastor-ill-with-covid-19/,news957.com
AFFECT,19,42.1497,-74.9384,20201006000000.0,https://lacrossetribune.com/news/state-and-regional/mn/cities-declare-racism-a-health-crisis-but-some-doubt-impact/article_11c13a9a-0d4b-5e3d-a08a-cb94f9830f4a.html,lacrossetribune.com
AFFECT,1970,27.8333,-81.717,20201006000000.0,https://www.93q.com/news/remembering-a-refugee-who-founded-a-center-for-those-forced-to-flee-like-him/,93q.com
AFFECT,2014,39.828175,-98.5795,20201006000000.0,https://starherald.com/entertainment/film-review-time-a-terrific-look-at-the-pull-of-loss/article_1c5f0d09-5818-5915-8913-cce1840364cd.html,starherald.com
KILL,19,35.6411,-79.8431,20201006000000.0,https://www.93q.com/news/north-carolina-elementary-school-teacher-dies-days-after-testing-positive-for-covid-19/,93q.com
WOUND,52,,,20201006000000.0,http://business.itbusinessnet.com/2020/10/glancy-prongay-murray-llp-a-leading-securities-fraud-law-firm-announces-investigation-of-aurora-cannabis-inc-acb-on-behalf-of-investors/,itbusinessnet.com
KILL,1000000,42.1497,-74.9384,20201006000000.0,http://1220thelegends.com/coronavirus-live-updates-virus-can-linger-in-air-for-hours-cdc/,1220thelegends.com
KILL,208,60,100,20201006000000.0,https://thehill.com/policy/technology/overnights/519723-hillicon-valley-european-union-police-agency-warns-of-increase,thehill.com
KILL,210,39.828175,-98.5795,20201006000000.0,https://thehill.com/policy/healthcare/overnights/519715-overnight-health-care-trump-to-be-released-from-hospital-doctor,thehill.com
KILL,3,39.9272,32.8644,20201006000000.0,https://www.africaleader.com/news/266605970/xinhua-middle-east--summary-at-2200-gmt-oct-5,africaleader.com
KILL,209,39.828175,-98.5795,20201006000000.0,https://www.northwestgeorgianews.com/associated_press/what-we-know-and-what-we-dont-about-trumps-covid-illness/article_cffb1489-e8c1-5409-b919-5cc6e03cf231.html,northwestgeorgianews.com
KILL,14,54,-4,20201006000000.0,https://www.surreycomet.co.uk/news/national/uk-today/18772006.apples-latest-iphone-update-reportedly-draining-batteries---fix/,surreycomet.co.uk
KILL,5,53,-8,20201006000000.0,https://www.thetimes.co.uk/edition/ireland/coronavirus-in-ireland-complacency-fears-over-meat-plants-npxnz7ldb,thetimes.co.uk
KILL,498,39.828175,-98.5795,20201006000000.0,https://www.aerotechnews.com/blog/2020/10/05/dod-releases-annual-suicide-report-for-2019/,aerotechnews.com
KILL,205,39.828175,-98.5795,20201006000000.0,https://www.northwestgeorgianews.com/associated_press/pence-takes-lead-role-in-campaign-with-trump-travel-stopped/article_6e695a32-476a-591b-a8a3-40cc1de714a6.html,northwestgeorgianews.com
KILL,7,46,2,20201006000000.0,https://www.theage.com.au/world/europe/people-still-missing-in-french-floods-as-bodies-found-on-italian-beach-20201006-p562br.html,theage.com.au
KILL,40,16,8,20201006000000.0,https://www.channelstv.com/2020/10/05/over-3000-niger-civil-servants-with-forged-certificates/,channelstv.com
AFFECT,536,39.828175,-98.5795,20201006000000.0,https://northborough.wickedlocal.com/news/20201005/regal-will-close-all-us-theaters-after-new-bond-movie-no-time-to-die-delayed-to-2021/1,wickedlocal.com
KILL,2,54,-4,20201006000000.0,https://www.surreycomet.co.uk/news/national/18772335.papers-say---october-6/,surreycomet.co.uk
KILL,209,39.828175,-98.5795,20201006000000.0,https://www.mdjonline.com/ap/politics/what-we-know-and-what-we-dont-about-trumps-covid-illness/article_48ed0583-2cd2-50cb-9361-f8a1f6e2d164.html,mdjonline.com
KILL,2,35.7449,-86.7489,20201006000000.0,https://www.oakridger.com/story/news/2020/10/04/tennessee-rural-counites-report-positivity-rates-above-15-percent/3535968001/,oakridger.com
KILL,19,44.5672,-122.127,20201006000000.0,https://www.statesmanjournal.com/story/news/local/coronavirus/2020/10/05/oregon-coronavirus-updates-288-new-cases-no-new-deaths-announced/3622748001/,statesmanjournal.com
KILL,137,2.5,112.5,20201006000000.0,https://uk.reuters.com/article/us-health-coronavirus-malaysia/malaysia-will-not-re-impose-coronavirus-curbs-for-now-despite-spike-idUSKBN26O0EF,reuters.com
ARREST,2,33.5,-112.501,20201006000000.0,https://www.azfamily.com/news/mcso-deputy-admits-to-having-sex-with-domestic-violence-victim/article_5e322bfc-0654-11eb-b7f6-175265436cc9.html,azfamily.com
AFFECT,317,54,-4,20201006000000.0,https://www.surreycomet.co.uk/news/national/18772104.flagship-immigration-legislation-suffers-heavy-defeats-lords/,surreycomet.co.uk
KILL,6000000,51.5,10.5,20201006000000.0,https://www.news957.com/world/2020/10/05/principal-fired-after-holocaust-comments-might-be-rehired/,news957.com
AFFECT,2000,23,-102,20201006000000.0,https://www.amren.com/news/2020/10/pence-ordered-borders-closed-after-cdc-experts-refused/,amren.com
KILL,31,36.17,-119.746,20201006000000.0,https://www.wmal.com/2020/10/05/epic-scale-of-california-wildfires-continues-to-grow/,wmal.com
KILL,68,,,20201006000000.0,https://www.ctpost.com/entertainment/article/Armelia-McQueen-Ain-t-Misbehavin-15623279.php,ctpost.com
AFFECT,107,6.93194,79.8478,20201006000000.0,https://www.milfordmirror.com/local/article/State-representative-candidates-Harding-Colombo-15622828.php,milfordmirror.com
KILL,3,53,-8,20201006000000.0,https://www.whig.com/opinion/columns/steve-eighinger/some-halloween-tidbits-that-enrich-the-flavor-of-the-holiday/article_a00b2fee-ec22-5bcc-b3f7-a4e57eebb037.html,whig.com
KILL,210,39.828175,-98.5795,20201006000000.0,https://www.gulflive.com/news/2020/10/coronavirus-trump-leaves-hospital-tweets-that-hell-be-back-on-campaign-trail-soon.html,gulflive.com
AFFECT,25,54,-4,20201006000000.0,https://www.investing.com/news/commodities-news/occidental-implements-storm-preparations-in-offshore-us-gulf-operations-2315945,investing.com
KILL,210,38.8951,-77.0364,20201006000000.0,https://siouxcityjournal.com/news/national/govt-and-politics/trump-still-infectious-back-at-white-house----without-mask/image_f765acfe-69bf-5446-8b2c-c265261baaec.html,siouxcityjournal.com
AFFECT,2,16,30,20201006000000.0,https://www.amren.com/news/2020/10/italian-far-right-leader-matteo-salvini-in-court-over-migrant-detention-claims/,amren.com
KILL,40,-25,135,20201006000000.0,https://www.northernstar.com.au/news/cruel-budget-blow-for-16m-aussies/4113335/,northernstar.com.au
WOUND,20,49.1,-122.65,20201006000000.0,https://www.princegeorgecitizen.com/news/local-news/four-deaths-from-covid-19-since-friday-in-bc-1.24215626,princegeorgecitizen.com
KILL,4,46,2,20201006000000.0,https://www.thetimes.co.uk/edition/world/storm-alex-causes-devastation-in-the-french-and-italian-riviera-hx3v38h5n,thetimes.co.uk
KILL,50,40.9334,-90.2001,20201006000000.0,https://www.galesburg.com/news/20201005/knox-county-sees-4th-death-amid-rising-covid-19-numbers,galesburg.com
KILL,205,39.828175,-98.5795,20201006000000.0,https://gazette.com/ap/politics/pence-takes-lead-role-in-campaign-with-trump-travel-stopped/article_daae8369-2300-516e-b468-e46aced63dfd.html,gazette.com
ARREST,6,43.0667,-79.95,20201006000000.0,https://www.thespec.com/news/hamilton-region/2020/10/05/barricades-up-in-caledonia-after-attempted-arrest-of-land-defender.html,thespec.com
AFFECT,20,39.828175,-98.5795,20201006000000.0,https://www.channelnewsasia.com/news/commentary/donald-trump-tax-returns-matters-who-cares-voters-election-750-13203102,channelnewsasia.com
KILL,2000000,49.25,-123.133,20201006000000.0,https://www.thompsoncitizen.net/west-vancouver-man-sentenced-to-10-years-in-death-of-business-partner-1.24215617,thompsoncitizen.net
AFFECT,12,35.6411,-79.8431,20201006000000.0,https://www.milfordmirror.com/news/article/The-Latest-McEnany-tests-positive-for-COVID-19-15621979.php,milfordmirror.com
KILL,596,25,17,20201006000000.0,https://www.africaleader.com/news/266605844/libya-reports-628-new-covid-19-cases-37437-in-total,africaleader.com
KILL,400,54,-4,20201006000000.0,https://www.belfasttelegraph.co.uk/news/northern-ireland/girl-shot-in-back-by-soldier-treated-like-a-piece-of-meat-39592617.html,belfasttelegraph.co.uk
KILL,2000000,59.3333,18.05,20201006000000.0,http://www.arirang.com/News/News_View.asp?sys_lang=Eng&nseq=265883,arirang.com
KILL,19,31.106,-97.6475,20201006000000.0,https://www.thestar.com/news/world/us/2020/10/05/john-hagee-prominent-megachurch-pastor-ill-with-covid-19.html,thestar.com
KILL,210,39.828175,-98.5795,20201006000000.0,https://thehill.com/policy/finance/519693-stocks-jump-as-trump-prepares-to-return-to-white-house,thehill.com
ARREST,7,25,45,20201006000000.0,https://www.police1.com/police-training/articles/the-power-of-history-SWO7BQlX7224X6iN/,police1.com
KILL,47,49.75,-56.0333,20201006000000.0,https://www.thespec.com/news/hamilton-region/2020/10/05/hamilton-public-health-reports-new-covid-death.html,thespec.com
KILL,3,29.7633,-95.3633,20201006000000.0,http://www.therepublic.com/2020/10/05/us-building-collapse-houston/,therepublic.com
AFFECT,19,42.1497,-74.9384,20201006000000.0,https://herald-review.com/news/state-and-regional/cities-declare-racism-a-health-crisis-but-some-doubt-impact/article_b95fee7b-f921-5efa-9e99-3641457cbcc3.html,herald-review.com
KILL,100,20,77,20201006000000.0,https://scroll.in/article/974897/in-photos-30-indians-recount-memories-of-loved-ones-lost-to-covid-19,scroll.in
KILL,210,38.8951,-77.0364,20201006000000.0,https://thehill.com/opinion/campaign/519687-what-could-america-be-like-if-democrats-win-this-election,thehill.com
KILL,9,12.9894,7.60063,20201006000000.0,http://saharareporters.com/2020/10/05/bandits-kill-customs-officer-nine-others-kidnap-20-farmers-katsina,saharareporters.com
KILL,1000000,39.828175,-98.5795,20201006000000.0,https://thebeatcolumbia.iheart.com/featured/t-roy/content/2020-10-05-coronavirus-news-updates/,iheart.com
KILL,80,32.7673,-89.6812,20201006000000.0,https://www.sfgate.com/news/article/Parchman-inmate-killed-in-apparent-stabbing-15623242.php,sfgate.com
KILL,3,29.7633,-95.3633,20201006000000.0,https://www.thompsoncitizen.net/3-dead-1-hurt-after-partial-building-collapse-in-houston-1.24215469,thompsoncitizen.net
KILL,209,39.828175,-98.5795,20201006000000.0,https://www.washingtonpost.com/politics/trump-walter-reed-discharge-mask/2020/10/05/91edbe9a-071a-11eb-859b-f9c27abe638d_story.html,washingtonpost.com
AFFECT,19,-25,135,20201006000000.0,https://www.australiannews.net/news/266605636/how-covid-is-widening-the-academic-gender-divide,australiannews.net
WOUND,3,,,20201006000000.0,https://www.basingstokegazette.co.uk/news/18772270.three-casualties-car-crash-winklebury-way/,basingstokegazette.co.uk
KILL,2,54,-4,20201006000000.0,https://www.harrowtimes.co.uk/news/national/18772335.papers-say---october-6/,harrowtimes.co.uk
KILL,807,-37.8167,144.967,20201006000000.0,https://www.news.com.au/lifestyle/health/health-problems/coronavirus-victoria-15-new-cases-one-death-recorded/news-story/6a31e62e9fc99d097fdf1f1e2cacbcd3,news.com.au
KILL,19,-33.45,-70.6667,20201006000000.0,https://www.thestar.com.my/news/world/2020/10/06/chile-to-bolster-health-system-in-pandemic-hit-south,thestar.com.my
KILL,1000000,46.1956,6.14811,20201006000000.0,https://knpr.org/npr/2020-10/10-global-population-may-have-contracted-coronavirus-who-says,knpr.org
WOUND,20,49.1,-122.65,20201006000000.0,https://www.prpeak.com/four-deaths-from-covid-19-since-friday-in-bc-1.24215626,prpeak.com
KILL,19,16,30,20201006000000.0,http://www.msn.com/en-nz/news/uknews/girls-suffering-horrific-abuse-online-in-form-of-pornographic-pictures-explicit-messages-and-cyberstalking/ar-BB19JpOA,msn.com
WOUND,714,44.2563,-89.6385,20201006000000.0,https://chippewa.com/news/state-and-regional/judge-considering-striking-down-statewide-mask-mandate/article_9f353dd9-e63b-52a3-b242-637503f674c7.html,chippewa.com
KILL,100000,39.828175,-98.5795,20201006000000.0,https://www.thehindu.com/news/international/biden-urges-trump-to-support-nationwide-mask-mandate/article32778162.ece,thehindu.com
KILL,14,54,-4,20201006000000.0,https://www.harrowtimes.co.uk/news/national/uk-today/18772006.apples-latest-iphone-update-reportedly-draining-batteries---fix/,harrowtimes.co.uk
KILL,210,39.828175,-98.5795,20201006000000.0,https://www.timescolonist.com/trump-leaves-hospital-declares-i-feel-good-1.24215456,timescolonist.com
PROTEST,4,31.2222,121.458,20201006000000.0,https://www.shanghaisun.com/news/266605300/shanghai-court-jails-award-winning-rights-activist-for-three-years,shanghaisun.com
ARREST,20,1.366667,103.8,20201006000000.0,https://borneobulletin.com.bn/2020/10/man-stepdad-get-jail-for-beating-alleged-stalker-to-death/,borneobulletin.com.bn
KILL,19,42.2373,-71.5314,20201006000000.0,https://www.capecodtimes.com/news/20201005/second-suspected-covid-19-related-death-in-three-days-reported-on-nantucket,capecodtimes.com
KILL,147,38.8951,-77.0364,20201006000000.0,https://news.yahoo.com/carroll-couny-passes-covid-19-221400619.html,yahoo.com
KILL,6,35.6223,-84.478,20201006000000.0,https://www.delmarvanow.com/story/news/health/2020/07/18/covid-churches-outbreaks-some-houses-worship/5453851002/,delmarvanow.com
KILL,2,54,-4,20201006000000.0,https://www.southwalesguardian.co.uk/news/national/18772335.papers-say---october-6/,southwalesguardian.co.uk
KILL,2,54,-4,20201006000000.0,https://www.basingstokegazette.co.uk/news/national/18772335.papers-say---october-6/,basingstokegazette.co.uk
KILL,12,23,-102,20201006000000.0,https://wtbx.com/2020/10/05/a-dozen-dead-bodies-found-in-abandoned-vans-in-rural-mexico/,wtbx.com
KILL,14,,,20201006000000.0,https://www.burytimes.co.uk/news/national/uk-today/18772006.apples-latest-iphone-update-reportedly-draining-batteries---fix/,burytimes.co.uk
KILL,210,39.828175,-98.5795,20201006000000.0,https://lasvegassun.com/news/2020/oct/05/trump-says-hes-leaving-hospital-for-white-house-fe/,lasvegassun.com
WOUND,4,40.5,47.5,20201006000000.0,https://www.aa.com.tr/en/azerbaijan-front-line/azerbaijani-village-defies-armenian-attacks-near-border/1985780,aa.com.tr
ARREST,16,-2,30,20201006000000.0,https://www.africaleader.com/news/266606573/prosecutor-hotel-rwanda-man-to-be-tried-with-rebels,africaleader.com
AFFECT,12,38.8951,-77.0364,20201006000000.0,https://www.yorkdispatch.com/story/news/2020/10/05/trump-leaves-hospital-exhorts-nation-not-fear-virus/3631759001/,yorkdispatch.com
KILL,19,35.6411,-79.8431,20201006000000.0,https://www.wjcw.com/news/north-carolina-elementary-school-teacher-dies-days-after-testing-positive-for-covid-19/,wjcw.com
AFFECT,520,60,-96,20201006000000.0,https://oppositelock.kinja.com/m-s-prisendam-1845281599,kinja.com
